type,formalTyping,code,type1,type2
PERATURAN DAERAH KABUPATEN KARANGASEM,Peraturan Daerah Kabupaten Karangasem,Perkab_Karangasem,RegencyRegulation,Lembaran_Daerah_Kabupaten_Karangasem
PERATURAN DAERAH KABUPATEN MALUKU TENGGARA,Peraturan Daerah Kabupaten Maluku Tenggara,Perkab_Maluku_Tenggara,RegencyRegulation,Lembaran_Daerah_Kabupaten_Maluku_Tenggara
PERATURAN DAERAH KABUPATEN DAERAH TULANG BAWANG,Peraturan Daerah Kabupaten Daerah Tulang Bawang,Perkab_Daerah_Tulang_Bawang,RegencyRegulation,Lembaran_Daerah_Kabupaten_Daerah_Tulang_Bawang
PERATURAN DAERAH KABUPATEN BURU,Peraturan Daerah Kabupaten Buru,Perkab_Buru,RegencyRegulation,Lembaran_Daerah_Kabupaten_Buru
PERATURAN DAERAH PROVINSI,Peraturan Daerah Provinsi,Perprov,ProvincialRegulation,Lembaran_Daerah
PERATURAN BADAN PEMBINAAN IDEOLOGI PANCASILA REPUBLIK INDONESIA,Peraturan Badan Pembinaan Ideologi Pancasila Republik Indonesia,Peraturan_BPIP,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KOTA BLITAR,Peraturan Daerah Kota Blitar,Perkot_Blitar,MunicipalityRegulation,Lembaran_Daerah_Kota_Blitar
PERATURAN DAERAH KABUPATEN BUOL,Peraturan Daerah Kabupaten Buol,Perkab_Buol,RegencyRegulation,Lembaran_Daerah_Kabupaten_Buol
PERATURAN KEPALA BADAN PENGAWAS OBAT DAN MAKANAN,Peraturan Badan Pengawas Obat Dan Makanan Republik Indonesia,Peraturan_BPOM,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KOTA PAREPARE,Peraturan Daerah Kota Parepare,Perkot_Parepare,MunicipalityRegulation,Lembaran_Daerah_Kota_Parepare
PERATURAN MENTERI PERTAHANAN REPUBLIK INDONESIA,Peraturan Menteri Pertahanan Republik Indonesia,Permen_Han,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN PURBALINGGA,Peraturan Daerah Kabupaten Purbalingga,Perkab_Purbalingga,RegencyRegulation,Lembaran_Daerah_Kabupaten_Purbalingga
PERATURAN MENTERI PERDAGANGAN REPUBLIK INDONESIA,Peraturan Menteri Perdagangan Republik Indonesia,Permen_Dag,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH PROVINSI BANTEN,Peraturan Daerah Provinsi Banten,Perprov_Banten,ProvincialRegulation,Lembaran_Daerah_Provinsi_Banten
PERATURAN MENTERI TENAGA KERJA DAN TRANSMIGRASI REPUBLIK INDONESIA,Peraturan Menteri Tenaga Kerja Dan Transmigrasi Republik Indonesia,Permen_Nakertrans,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN BATANG,Peraturan Daerah Kabupaten Batang,Perkab_Batang,RegencyRegulation,Lembaran_Daerah_Kabupaten_Batang
PERATURAN MENTERI PEKERJAAN UMUM REPUBLIK INDONESIA,Peraturan Menteri Pekerjaan Umum Republik Indonesia,Permen_PU,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI NEGARA PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK REPUBLIK NDONESIA,Peraturan Menteri Pemberdayaan Perempuan Dan Perlindungan Anak Republik Indonesia,Permen_PPPA,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KOTA BUKITTINGGI,Peraturan Daerah Kota Bukittinggi,Perkot_Bukittinggi,MunicipalityRegulation,Lembaran_Daerah_Kota_Bukittinggi
PERATURAN KETUA KOMISI APARATUR SIPIL NEGARA REPUBLIK INDONESIA,Peraturan Komisi Aparatur Sipil Negara Republik Indonesia,Peraturan_KASN,AgencyRegulation,Berita_Negara
PERATURAN DAERAH PROPINSI DAERAH TINGKAT I JAWA TENGAH,Peraturan Daerah Provinsi Jawa Tengah,Perprov_Jateng,ProvincialRegulation,Lembaran_Daerah_Provinsi_Jawa_Tengah
PERATURAN KEPALA BADAN STANDARDISASI NASIONAL,Peraturan Badan Standardisasi Nasional Republik Indonesia,Peraturan_BSN,AgencyRegulation,Berita_Negara
PERATURAN MENTERI PEKERJAAN UMUM DAN PERUMAHAN RAKYAT REPUBLIK INDONESIA,Peraturan Menteri Pekerjaan Umum Dan Perumahan Rakyat Republik Indonesia,Permen_PUPR,MinisterialRegulation,Berita_Negara
PERATURAN KEPALA KEPOLISIAN NEGARA REPUBLIK INDONESIA,Peraturan Kepolisian Negara Republik Indonesia,Peraturan_Polri,AgencyRegulation,Berita_Negara
PERATURAN TAERAH KABUPATEN CIANJUR,Peraturan Daerah Kabupaten Cianjur,Perkab_Cianjur,RegencyRegulation,Lembaran_Daerah_Kabupaten_Cianjur
PERATURAN DAERAH KOTA MATARAM,Peraturan Daerah Kota Mataram,Perkot_Mataram,MunicipalityRegulation,Lembaran_Daerah_Kota_Mataram
PERATURAN MENTERI PERINDUSTRIAN REPUBLIK NDONESIA,Peraturan Menteri Perindustrian Republik Indonesia,Permen_Perin,MinisterialRegulation,Berita_Negara
PERATURAN KEPALA LEMBAGA ADMINISTRASI NEGARA REPUBLIK INDONESIA,Peraturan Lembaga Administrasi Negara Republik Indonesia,Peraturan_LAN,AgencyRegulation,Berita_Negara
"PERATURAN BADAN METEOROLOGI, KLIMATOLOGI, DAN GEOFISIKA","Peraturan Badan Meteorologi, Klimatologi, Dan Geofisika Republik Indonesia",Peraturan_BMKG,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN BANJAR,Peraturan Daerah Kabupaten Banjar,Perkab_Banjar,RegencyRegulation,Lembaran_Daerah_Kabupaten_Banjar
PERATURAN DAERAH KABUPATEN PAKPAK BHARAT,Peraturan Daerah Kabupaten Pakpak Bharat,Perkab_Pakpak_Bharat,RegencyRegulation,Lembaran_Daerah_Kabupaten_Pakpak_Bharat
PERATURAN DAERAH KOTA BATAM,Peraturan Daerah Kota Batam,Perkot_Batam,MunicipalityRegulation,Lembaran_Daerah_Kota_Batam
UNDANG-UNDANG PRESIDEN REPUBLIK INDONESIA,Undang-Undang Republik Indonesia,UU,Act,Lembaran_Negara
PERATURAN DAERAH KOTA TEGAL,Peraturan Daerah Kota Tegal,Perkot_Tegal,MunicipalityRegulation,Lembaran_Daerah_Kota_Tegal
PERATURAN LEMBAGA ILMU PENGETAHUAN INDONESIA REPUBLIK INDONESIA,Peraturan Lembaga Ilmu Pengetahuan Indonesia Republik Indonesia,Peraturan_LIPI,AgencyRegulation,Berita_Negara
PERATURAN BADAN NASIONAL PENEMPATAN DAN PERLINDUNGAN TENAGA KERJA INDONESIA,Peraturan Badan Nasional Penempatan Dan Perlindungan Tenaga Kerja Indonesia Republik Indonesia,Peraturan_BNP2TKI,AgencyRegulation,Berita_Negara
PERATURAN BADAN NASIONAL PENCARIAN DAN PERTOLONGAN REPUBLIK INDONESIA,Peraturan Badan Nasional Pencarian Dan Pertolongan Republik Indonesia,Peraturan_Basarnas,AgencyRegulation,Berita_Negara
PERATURAN BADAN EKONOMI KREATIF,Peraturan Badan Ekonomi Kreatif Republik Indonesia,Peraturan_Bekraf,AgencyRegulation,Berita_Negara
PERATURAN BADAN EKONOMI KREATIF REPUBLIK INDONESIA,Peraturan Badan Ekonomi Kreatif Republik Indonesia,Peraturan_Bekraf,AgencyRegulation,Berita_Negara
PERATURAN DAERAH PROVINSI JAMBI,Peraturan Daerah Provinsi Jambi,Perprov_Jambi,ProvincialRegulation,Lembaran_Daerah_Provinsi_Jambi
PERATURAN MENTERI SOSIAL REPULIK INDONESIA,Peraturan Menteri Sosial Republik Indonesia,Permen_Sos,MinisterialRegulation,Berita_Negara
PERATURAN KONSIL KEDOKTERAN INDONESIA,Peraturan Konsil Kedokteran Indonesia Republik Indonesia,Peraturan_KKI,AgencyRegulation,Berita_Negara
"PERATURAN KEPALA BADAN METEOROLOGI, KLIMATOLOGI,DAN GEOFISIKA","Peraturan Badan Meteorologi, Klimatologi, Dan Geofisika Republik Indonesia",Peraturan_BMKG,AgencyRegulation,Berita_Negara
PERATURAN KEPALA BADAN EKONOMI KREATIF REPUBLIK INDONESIA,Peraturan Badan Ekonomi Kreatif Republik Indonesia,Peraturan_Bekraf,AgencyRegulation,Berita_Negara
PERATURAN LEMBAGA PERLINDUNGAN SAKSI DAN KORBAN REPUBLIK INDONESIA,Peraturan Lembaga Perlindungan Saksi Dan Korban Republik Indonesia,Peraturan_LPSK,AgencyRegulation,Berita_Negara
PERATURAN BADAN PENGAWAS OBAT DAN MAKANAN REPUBLIK INDONESIA,Peraturan Badan Pengawas Obat Dan Makanan Republik Indonesia,Peraturan_BPOM,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN TABANAN,Peraturan Daerah Kabupaten Tabanan,Perkab_Tabanan,RegencyRegulation,Lembaran_Daerah_Kabupaten_Tabanan
PERATURAN DAERAH KABUPATEN DARRAH TINGKAT II JAYAPURA,Peraturan Daerah Kabupaten Jayapura,Perkab_Jayapura,RegencyRegulation,Lembaran_Daerah_Kabupaten_Jayapura
PERATURAN DAERAH KOTA PANGKALPINANG,Peraturan Daerah Kota Pangkalpinang,Perkot_Pangkalpinang,MunicipalityRegulation,Lembaran_Daerah_Kota_Pangkalpinang
PERATURAN LEMBAGA PERLINDUNGAN SAKSI DAN KORBAN,Peraturan Lembaga Perlindungan Saksi Dan Korban Republik Indonesia,Peraturan_LPSK,AgencyRegulation,Berita_Negara
KEPUTUSAN DEWAN PERWAKILAN RAKYAT REPUBLIK INDONESIA,Keputusan Dewan Perwakilan Rakyat Republik Indonesia,Keputusan_DPR,Legislation,Berita_Negara
PERATURAN DAERAH KABUPATEN TOLITOLI,Peraturan Daerah Kabupaten Tolitoli,Perkab_Tolitoli,RegencyRegulation,Lembaran_Daerah_Kabupaten_Tolitoli
PERATURAN KEPALA BADAN TENAGA NUKLIR NASIONAL,Peraturan Badan Tenaga Nuklir Nasional Republik Indonesia,Peraturan_Batan,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN POLEWALI MANDAR,Peraturan Daerah Kabupaten Polewali Mandar,Perkab_Polewali_Mandar,RegencyRegulation,Lembaran_Daerah_Kabupaten_Polewali_Mandar
PERATURAN MENTERI NEGARA RISET DAN TEKNOLOGI,Peraturan Menteri Riset Dan Teknologi Republik Indonesia,Permen_Ristek,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KOTA BINJAI,Peraturan Daerah Kota Binjai,Perkot_Binjai,MunicipalityRegulation,Lembaran_Daerah_Kota_Binjai
PERATURAN BUPATI BANYUMAS,Peraturan Bupati Banyumas,Perbup_Banyumas,RegentRegulation,Berita_Daerah_Kabupaten_Banyumas
PERATURAN MENTERI PENDIDIKAN NASIONAL REPUBLIK INDONESIA REPUBLIK INDONESIA,Peraturan Menteri Pendidikan Nasional Republik Indonesia,Permen_Dik,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KOTA SURABAYA,Peraturan Daerah Kota Surabaya,Perkot_Surabaya,MunicipalityRegulation,Lembaran_Daerah_Kota_Surabaya
PERATURAN DAERAH KABUPATEN SIAK,Peraturan Daerah Kabupaten Siak,Perkab_Siak,RegencyRegulation,Lembaran_Daerah_Kabupaten_Siak
PERATURANMENTERI PENDIDIKAN DAN KEBUDAYAANREPUBLIK INDONESIA,Peraturan Menteri Pendidikan Dan Kebudayaan Republik Indonesia,Permen_Dikbud,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI PEMUDA DAN OLAHRAGA,Peraturan Menteri Pemuda Dan Olahraga Republik Indonesia,Permen_Pora,MinisterialRegulation,Berita_Negara
PERATURAN MENTERIPENDAYAGUNAAN APARATUR NEGARA DAN REFORMASI BIROKRASI REPUBLIK INDONESIA,Peraturan Menteri Pendayagunaan Aparatur Negara Dan Reformasi Birokrasi Republik Indonesia,Permen_PANRB,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI PERHUBUNGANREPUBLIK INDONESIA,Peraturan Menteri Perhubungan Republik Indonesia,Permen_Hub,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH PROPINSI KALIMANTANBARAT,Peraturan Daerah Provinsi Kalimantan Barat,Perprov_Kalbar,ProvincialRegulation,Lembaran_Daerah_Provinsi_Kalimantan_Barat
PERATURAN MENTERI NEGARA PEMBERDAYAAN PEREMPUAN REPUBLIK INDONESIA,Peraturan Menteri Pemberdayaan Perempuan Dan Perlindungan Anak Republik Indonesia,Permen_PPPA,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI KEUANGAN REPUBLIK INDONESIA,Peraturan Menteri Keuangan Republik Indonesia,Permen_Keu,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN FLORES TIMUR,Peraturan Daerah Kabupaten Flores Timur,Perkab_Flores_Timur,RegencyRegulation,Lembaran_Daerah_Kabupaten_Flores_Timur
PERATURAN DAERAH KOTA PROBOLINGGO,Peraturan Daerah Kota Probolinggo,Perkot_Probolinggo,MunicipalityRegulation,Lembaran_Daerah_Kota_Probolinggo
PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA,Peraturan Otoritas Jasa Keuangan Republik Indonesia,Peraturan_OJK,AgencyRegulation,Lembaran_Negara
PERATURAN MENTERI KEUANGAN REPUBLIK,Peraturan Menteri Keuangan Republik Indonesia,Permen_Keu,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI PEMBANGUNAN DAERAH TERTINGGAL REPUBLIK INDONESIA,Peraturan Menteri Pembangunan Daerah Tertinggal Republik Indonesia,Permen_PDT,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH PROVINSI DAERAH KHUSUS IBUKOTA JAKARTA,Peraturan Daerah Provinsi Daerah Khusus Ibukota Jakarta,Perprov_DKI_Jakarta,ProvincialRegulation,Lembaran_Daerah_Provinsi_DKI_Jakarta
PERATURAN DAERAH KABUPATEN CIAMIS,Peraturan Daerah Kabupaten Ciamis,Perkab_Ciamis,RegencyRegulation,Lembaran_Daerah_Kabupaten_Ciamis
PERATURAN DAERAH KABUPATEN BULUNGAN,Peraturan Daerah Kabupaten Bulungan,Perkab_Bulungan,RegencyRegulation,Lembaran_Daerah_Kabupaten_Bulungan
PERATURAN DAERAH KABUPATEN BADUNG,Peraturan Daerah Kabupaten Badung,Perkab_Badung,RegencyRegulation,Lembaran_Daerah_Kabupaten_Badung
PERATURAN DAERAH PROVINSI SUMATREA UTARA,Peraturan Daerah Provinsi Sumatera Utara,Perprov_Sumut,ProvincialRegulation,Lembaran_Daerah_Provinsi_Sumatera_Utara
PERATURAN DAERAH KABUPATEHN MUSI RAWAS,Peraturan Daerah Kabupaten Musi Rawas,Perkab_Musi_Rawas,RegencyRegulation,Lembaran_Daerah_Kabupaten_Musi_Rawas
PERATURAN DAERAH PROPENSI SULAWESI TENGAH,Peraturan Daerah Provinsi Sulawesi Tengah,Perprov_Sulteng,ProvincialRegulation,Lembaran_Daerah_Provinsi_Sulawesi_Tengah
PERATURAN DAERAH KABUPATEN BOJONEGORO,Peraturan Daerah Kabupaten Bojonegoro,Perkab_Bojonegoro,RegencyRegulation,Lembaran_Daerah_Kabupaten_Bojonegoro
PERATURAN DAERAH KABUPATEN DAERAH TINGKAT II TULANG BAWANG,Peraturan Daerah Kabupaten Tulang Bawang,Perkab_Tulang_Bawang,RegencyRegulation,Lembaran_Daerah_Kabupaten_Tulang_Bawang
PERATURAN MENTERI KEUANGAN REPULIK INDONESIA,Peraturan Menteri Keuangan Republik Indonesia,Permen_Keu,MinisterialRegulation,Berita_Negara
PERATURAN KEJAKSAAN REPUBLIK INDONESIA,Peraturan Jaksa Agung Republik Indonesia,Peraturan_Jagung,AgencyRegulation,Berita_Negara
PERATURAN DAERAN PROVINSI KALIMANTAN TIMUR,Peraturan Daerah Provinsi Kalimantan Timur,Perprov_Kaltim,ProvincialRegulation,Lembaran_Daerah_Provinsi_Kalimantan_Timur
"PERATURAN KEPALA BADAN METEOROLOGI, KLIMATOLOGI, DAN GEOFISIKA REPUBLIK INDONESIA","Peraturan Badan Meteorologi, Klimatologi, Dan Geofisika Republik Indonesia",Peraturan_BMKG,AgencyRegulation,Berita_Negara
PERATURAN MENTERI LINGKUNGAN HIDUP REPUBLIK INDONESIA,Peraturan Menteri Lingkungan Hidup Republik Indonesia,Permen_LH,MinisterialRegulation,Berita_Negara
PERATURAN KEPALA BADAN KEPEGAWAIAN NEGARA REPUBLIK INDONESIA,Peraturan Badan Kepegawaian Negara Republik Indonesia,Peraturan_BKN,AgencyRegulation,Berita_Negara
PERATURAN PRESIDE N REPUBLIK INDONESIA,Peraturan Presiden Republik Indonesia,Perpres,PresidentialRegulation,Lembaran_Negara
PERATURAN DAERAH KABUPATEN BONDOWOSO,Peraturan Daerah Kabupaten Bondowoso,Perkab_Bondowoso,RegencyRegulation,Lembaran_Daerah_Kabupaten_Bondowoso
PERATURAN DAERAH PROPINSI JAWA TENGAH,Peraturan Daerah Provinsi Jawa Tengah,Perprov_Jateng,ProvincialRegulation,Lembaran_Daerah_Provinsi_Jawa_Tengah
PERATURAN DAERAH KABUPATEN MUARO JAMBI,Peraturan Daerah Kabupaten Muaro Jambi,Perkab_Muaro_Jambi,RegencyRegulation,Lembaran_Daerah_Kabupaten_Muaro_Jambi
PERATURAN DAERAH KABUPATEN ACEH UTARA PROPINSI DAERAH ISTIMEWA ACEH,Peraturan Daerah Kabupaten Aceh Utara,Perkab_Aceh_Utara,RegencyRegulation,Lembaran_Daerah_Kabupaten_Aceh_Utara
PERATURAN BADAN KOORDINASI PENANAMAN MODAL,Peraturan Badan Koordinasi Penanaman Modal Republik Indonesia,Peraturan_BKPM,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN PINRANG,Peraturan Daerah Kabupaten Pinrang,Perkab_Pinrang,RegencyRegulation,Lembaran_Daerah_Kabupaten_Pinrang
PERATURAN MENTERI PERTAHANANREPUBLIK INDONESIA,Peraturan Menteri Pertahanan Republik Indonesia,Permen_Han,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH PROVINSI SUMATERA UTARA,Peraturan Daerah Provinsi Sumatera Utara,Perprov_Sumut,ProvincialRegulation,Lembaran_Daerah_Provinsi_Sumatera_Utara
"PERATURAN MENTERI BADAN USAHA MILIK NEGARA REPUBLIK INDONESIA,",Peraturan Menteri Badan Usaha Milik Negara Republik Indonesia,Permen_BUMN,MinisterialRegulation,Berita_Negara
PERATURAN BADAN PENYELENGGA JAMINAN SOSIAL KESEHATAN,Peraturan Badan Penyelenggara Jaminan Sosial Kesehatan Reppublik Indonesia,Peraturan_BPJSKES,AgencyRegulation,Berita_Negara
PERATURAN BADAN PENGAWASAN KEUANGAN DAN PEMBANGUNAN REPUBLIK INDONESIA,Peraturan Badan Pengawasan Keuangan Dan Pembangunan Republik Indonesia,Peraturan_BPKP,AgencyRegulation,Berita_Negara
PERATURAN KEPALA BADAN PENGAWAS PERDAGANGAN BERJANGKA KOMODITI,Peraturan Badan Pengawas Perdagangan Berjangka Komoditi Republik Indonesia,Peraturan_Bappebti,AgencyRegulation,Berita_Negara
PERATURAN KEPALA BADAN NASIONAL PENGELOLA PERBATASAN,Peraturan Badan Nasional Pengelola Perbatasan Republik Indonesia,Peraturan_BNPP,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEII PAMEKASAI,Peraturan Daerah Kabupaten Pamekasan,Perkab_Pamekasan,RegencyRegulation,Lembaran_Daerah_Kabupaten_Pamekasan
PERATURAN MENTERI PERENCANAAN PEMBANGUNAN NASIONAL/ KEPALA BADAN PERENCANAAN PEMBANGUNAN NASIONAL,Peraturan Menteri Perencanaan Pembangunan Nasional/ Kepala Badan Perencanaan Pembangunan Nasional Republik Indonesia,Permen_Bappenas,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH PAYAKUMBUH,Peraturan Daerah Kota Payakumbuh,Perkot_Payakumbuh,MunicipalityRegulation,Lembaran_Daerah_Kota_Payakumbuh
UNDANG-UNDANG REPUBLINK INDONESIA,Undang-Undang Republik Indonesia,UU,Act,Lembaran_Negara
PERATURAN PEMERINTAH REPUBLIK INDONESIA SERIKAT,Peraturan Pemerintah Republik Indonesia,PP,GovernmentRegulation,Lembaran_Negara
PERATURAN DAERAH KABUPATEN INDRAMAYU,Peraturan Daerah Kabupaten Indramayu,Perkab_Indramayu,RegencyRegulation,Lembaran_Daerah_Kabupaten_Indramayu
PERATURAN KEPALABADAN NASIONAL PENANGGULANGAN BENCANA,Peraturan Badan Nasional Penanggulangan Bencana Republik Indonesia,Peraturan_BNPB,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN PADANG PARIAMAN,Peraturan Daerah Kabupaten Padang Pariaman,Perkab_Padang_Pariaman,RegencyRegulation,Lembaran_Daerah_Kabupaten_Padang_Pariaman
PERATURAN DAERAH PROVINSI KALIMANTAN TENGAH,Peraturan Daerah Provinsi Kalimantan Tengah,Perprov_Kalteng,ProvincialRegulation,Lembaran_Daerah_Provinsi_Kalimantan_Tengah
PERATURAN PRESID EN REPUBLIK INDONESIA,Peraturan Presiden Republik Indonesia,Perpres,PresidentialRegulation,Lembaran_Negara
PERATURAN DAERAH KABUPATEN KEPULAUAN MERANTI,Peraturan Daerah Kabupaten Kepulauan Meranti,Perkab_Kepulauan_Meranti,RegencyRegulation,Lembaran_Daerah_Kabupaten_Kepulauan_Meranti
PERATURAN DAERAH KABUPATEN CIANJUR,Peraturan Daerah Kabupaten Cianjur,Perkab_Cianjur,RegencyRegulation,Lembaran_Daerah_Kabupaten_Cianjur
PERATURANKEPALA LEMBAGA ADMINISTRASI NEGARA,Peraturan Lembaga Administrasi Negara Republik Indonesia,Peraturan_LAN,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KOTA SURAKARTA,Peraturan Daerah Kota Surakarta,Perkot_Surakarta,MunicipalityRegulation,Lembaran_Daerah_Kota_Surakarta
PERATURAN KEPALA LEMBAGA ILMU PENGETAHUAN INDONESIA REPUBLIK INDONESIA,Peraturan Lembaga Ilmu Pengetahuan Indonesia Republik Indonesia,Peraturan_LIPI,AgencyRegulation,Berita_Negara
PERATURAN MENTERI HUKUM DAN HAK ASASI MANUSIA REPUBLIK INDONESIA NOMOR,Peraturan Menteri Hukum Dan Hak Asasi Manusia Republik Indonesia,Permen_Humham,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI KOORDINATOR BIDANG PEREKONOMIAN REPUBLIK INDONESIA SELAKU KETUA TIM PERCEPATAN PENYELESAIAN PENGUASAAN TANAH DALAM KAWASAN HUTAN,Peraturan Menteri Koordinator Bidang Perekonomian Republik Indonesia,Permenko_Perekonomian,MinisterialRegulation,Berita_Negara
PERATURAN KEPALA BADAN KEPENDUDUKAN DAN KELUARGA BERENCANA NASIONAL REPUBLIK INDONESIA,Peraturan Badan Kependudukan Dan Keluarga Berencana Nasional Republik Indonesia,Peraturan_BKKBN,AgencyRegulation,Berita_Negara
"PERATURANMENTERI RISET, TEKNOLOGI, DAN PENDIDIKAN TINGGI REPUBLIK INDONESIA",Peraturan Menteri Riset Teknologi Dan Pendidikan Tinggi Republik Indonesia,Permen_Ristekdikti,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI PENDIDIKAN DAN KEBUDAYAANREPUBLIK INDONESIA,Peraturan Menteri Pendidikan Dan Kebudayaan Republik Indonesia,Permen_Dikbud,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI KEUANGAN REPBLIK INDONESIA,Peraturan Menteri Keuangan Republik Indonesia,Permen_Keu,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN JEMBRANA,Peraturan Daerah Kabupaten Jembrana,Perkab_Jembrana,RegencyRegulation,Lembaran_Daerah_Kabupaten_Jembrana
PERATURAN LEMBAGA KEBIJAKAN PENGADAAN BARANG/JASA PEMERINTAH,Peraturan Lembaga Kebijakan Pengadaan Barang/jasa Pemerintah Republik Indonesia,Peraturan_LKPP,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN SEMARANG,Peraturan Daerah Kabupaten Semarang,Perkab_Semarang,RegencyRegulation,Lembaran_Daerah_Kabupaten_Semarang
PERATURAN DAERAH KABUPATEN BANGKA,Peraturan Daerah Kabupaten Bangka,Perkab_Bangka,RegencyRegulation,Lembaran_Daerah_Kabupaten_Bangka
PERATURAN BADAN NASIONAL PENANGGULANGAN BENCANA,Peraturan Badan Nasional Penanggulangan Bencana Republik Indonesia,Peraturan_BNPB,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN HULU SUNGAI TENGAH,Peraturan Daerah Kabupaten Hulu Sungai Tengah,Perkab_Hulu_Sungai_Tengah,RegencyRegulation,Lembaran_Daerah_Kabupaten_Hulu_Sungai_Tengah
PERATURAN BADAN PENGAWAS PEMILIHAN UMUM REPUBLIK INDONESIA,Peraturan Badan Pengawas Pemilihan Umum Republik Indonesia,Peraturan_Bawaslu,AgencyRegulation,Berita_Negara
PERATURAN KEPALA BADAN NASIONAL PENANGGULANGAN TERORISME,Peraturan Badan Nasional Penanggulangan Terorisme Republik Indonesia,Peraturan_BNPT,AgencyRegulation,Berita_Negara
PERATURANKEPALA PUSAT PELAPORAN DAN ANALISIS TRANSAKSI KEUANGAN REPUBLIK INDONESIA,Peraturan Pusat Pelaporan Dan Analisis Transaksi Keuangan Republik Indonesia,Peraturan_PPATK,AgencyRegulation,Berita_Negara
PERATURAN BADAN PENGAWASAN KEUANGAN DAN PEMBANGUNAN,Peraturan Badan Pengawasan Keuangan Dan Pembangunan Republik Indonesia,Peraturan_BPKP,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN LUWU TIMUR,Peraturan Daerah Kabupaten Luwu Timur,Perkab_Luwu_Timur,RegencyRegulation,Lembaran_Daerah_Kabupaten_Luwu_Timur
PERATURAN MENTERI ENERGI DAN SUMBER DAYA MINERAL REPUBLIK INDONESIA SELAKU KETUA HARIAN DEWAN ENERGI NASIONAL,Peraturan Menteri Energi Dan Sumber Daya Mineral Republik Indonesia,Permen_ESDM,MinisterialRegulation,Berita_Negara
PERATURAN DAE RAH KABUPATEN TRENGGALEK,Peraturan Daerah Kabupaten Trenggalek,Perkab_Trenggalek,RegencyRegulation,Lembaran_Daerah_Kabupaten_Trenggalek
PERATURAN MENTERI KOORDINATOR BIDANG PEREKONOMIAN REPUBLIK INDONESIA SELAKU KETUA HARIAN DEWAN NASIONAL KEUANGAN INKLUSIF,Peraturan Menteri Koordinator Bidang Perekonomian Republik Indonesia,Permenko_Perekonomian,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH PPROPINSI BANTEN,Peraturan Daerah Provinsi Banten,Perprov_Banten,ProvincialRegulation,Lembaran_Daerah_Provinsi_Banten
PERATURAN KETUA KOMISI APARATUR SIPIL NEGARA,Peraturan Komisi Aparatur Sipil Negara Republik Indonesia,Peraturan_KASN,AgencyRegulation,Berita_Negara
PERATURAN MENTERI NEGARA PERENCANAAN PEMBANGUNAN NASIONAL/KEPALA BADAN PERENCANAAN PEMBANGUNAN NASIONAL,Peraturan Menteri Perencanaan Pembangunan Nasional/ Kepala Badan Perencanaan Pembangunan Nasional Republik Indonesia,Permen_Bappenas,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KOTA MAGELANG,Peraturan Daerah Kota Magelang,Perkot_Magelang,MunicipalityRegulation,Lembaran_Daerah_Kota_Magelang
PERATURAN DAERAH KOTA GORONTALO,Peraturan Daerah Kota Gorontalo,Perkot_Gorontalo,MunicipalityRegulation,Lembaran_Daerah_Kota_Gorontalo
PERATURAN MENTERI KELAUTAN DAN PERIKANAN REPUBLIK INDONESIA,Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia,Permen_KP,MinisterialRegulation,Berita_Negara
